Security,US0001M  Index                                                  ,,Security,US0002M  Index                                                  ,,Security,US0003M  Index                                                  
Start Date,38355,,Start Date,38355,,Start Date,38355
End Date,44258,,End Date,44258,,End Date,44258
Period,D,,Period,D,,Period,D
,,,,,,,
Date,PX_ASK,,Date,PX_ASK,,Date,PX_ASK
2017/1/25,0.77611,,2017/1/25,0.84556,,2017/1/25,1.03733
2017/1/26,0.77611,,2017/1/26,0.84222,,2017/1/26,1.039
2017/1/27,0.77833,,2017/1/27,0.84222,,2017/1/27,1.039
2017/1/30,0.78,,2017/1/30,0.84111,,2017/1/30,1.034
2017/1/31,0.77944,,2017/1/31,0.83944,,2017/1/31,1.03456
2017/2/1,0.78,,2017/2/1,0.84167,,2017/2/1,1.03456
2017/2/2,0.77667,,2017/2/2,0.84111,,2017/2/2,1.03372
2017/2/3,0.77556,,2017/2/3,0.84111,,2017/2/3,1.034
2017/2/6,0.77528,,2017/2/6,0.83944,,2017/2/6,1.03844
2017/2/7,0.77278,,2017/2/7,0.83778,,2017/2/7,1.03817
2017/2/8,0.77167,,2017/2/8,0.83833,,2017/2/8,1.03372
2017/2/9,0.77056,,2017/2/9,0.84,,2017/2/9,1.03372
2017/2/10,0.77111,,2017/2/10,0.84556,,2017/2/10,1.03622
2017/2/13,0.77,,2017/2/13,0.84778,,2017/2/13,1.039
2017/2/14,0.77,,2017/2/14,0.84778,,2017/2/14,1.03733
2017/2/15,0.77222,,2017/2/15,0.85111,,2017/2/15,1.04178
2017/2/16,0.78056,,2017/2/16,0.85833,,2017/2/16,1.0565
2017/2/17,0.77944,,2017/2/17,0.85333,,2017/2/17,1.05233
2017/2/20,0.77722,,2017/2/20,0.85111,,2017/2/20,1.05011
2017/2/21,0.77944,,2017/2/21,0.85333,,2017/2/21,1.05344
2017/2/22,0.77944,,2017/2/22,0.85444,,2017/2/22,1.054
2017/2/23,0.77833,,2017/2/23,0.85222,,2017/2/23,1.05233
2017/2/24,0.78056,,2017/2/24,0.85167,,2017/2/24,1.054
2017/2/27,0.78444,,2017/2/27,0.85167,,2017/2/27,1.05456
2017/2/28,0.78889,,2017/2/28,0.86278,,2017/2/28,1.064
2017/3/1,0.81056,,2017/3/1,0.89333,,2017/3/1,1.09278
2017/3/2,0.83,,2017/3/2,0.905,,2017/3/2,1.1
2017/3/3,0.83444,,2017/3/3,0.91333,,2017/3/3,1.10167
2017/3/6,0.84667,,2017/3/6,0.92556,,2017/3/6,1.10622
2017/3/7,0.85444,,2017/3/7,0.92889,,2017/3/7,1.10622
2017/3/8,0.85778,,2017/3/8,0.93222,,2017/3/8,1.109
2017/3/9,0.88139,,2017/3/9,0.94833,,2017/3/9,1.11956
2017/3/10,0.89056,,2017/3/10,0.95833,,2017/3/10,1.12122
2017/3/13,0.91222,,2017/3/13,0.96944,,2017/3/13,1.13122
2017/3/14,0.92833,,2017/3/14,0.97722,,2017/3/14,1.13733
2017/3/15,0.94278,,2017/3/15,0.98722,,2017/3/15,1.14817
2017/3/16,0.97833,,2017/3/16,1.01556,,2017/3/16,1.15178
2017/3/17,0.97611,,2017/3/17,1.02167,,2017/3/17,1.15178
2017/3/20,0.97722,,2017/3/20,1.02,,2017/3/20,1.15622
2017/3/21,0.97722,,2017/3/21,1.02,,2017/3/21,1.15622
2017/3/22,0.98389,,2017/3/22,1.02389,,2017/3/22,1.15678
2017/3/23,0.98167,,2017/3/23,1.02,,2017/3/23,1.15289
2017/3/24,0.98278,,2017/3/24,1.02278,,2017/3/24,1.15128
2017/3/27,0.98222,,2017/3/27,1.02278,,2017/3/27,1.15189
2017/3/28,0.98222,,2017/3/28,1.02056,,2017/3/28,1.15222
2017/3/29,0.98222,,2017/3/29,1.02444,,2017/3/29,1.14678
2017/3/30,0.98278,,2017/3/30,1.02556,,2017/3/30,1.14761
2017/3/31,0.98278,,2017/3/31,1.025,,2017/3/31,1.14956
2017/4/3,0.98333,,2017/4/3,1.02556,,2017/4/3,1.14983
2017/4/4,0.98611,,2017/4/4,1.02833,,2017/4/4,1.14983
2017/4/5,0.98556,,2017/4/5,1.02722,,2017/4/5,1.15039
2017/4/6,0.98944,,2017/4/6,1.02667,,2017/4/6,1.15539
2017/4/7,0.99,,2017/4/7,1.02611,,2017/4/7,1.15761
2017/4/10,0.98833,,2017/4/10,1.02611,,2017/4/10,1.15567
2017/4/11,0.99,,2017/4/11,1.02722,,2017/4/11,1.15511
2017/4/12,0.99389,,2017/4/12,1.03333,,2017/4/12,1.15844
2017/4/13,0.99444,,2017/4/13,1.035,,2017/4/13,1.15844
2017/4/18,0.99278,,2017/4/18,1.03667,,2017/4/18,1.15622
2017/4/19,0.99111,,2017/4/19,1.03611,,2017/4/19,1.15567
2017/4/20,0.98833,,2017/4/20,1.04056,,2017/4/20,1.15317
2017/4/21,0.99056,,2017/4/21,1.04,,2017/4/21,1.15622
2017/4/24,0.99111,,2017/4/24,1.04611,,2017/4/24,1.1665
2017/4/25,0.99222,,2017/4/25,1.04056,,2017/4/25,1.17039
2017/4/26,0.99278,,2017/4/26,1.04,,2017/4/26,1.17178
2017/4/27,0.995,,2017/4/27,1.03722,,2017/4/27,1.16956
2017/4/28,0.995,,2017/4/28,1.03722,,2017/4/28,1.17233
2017/5/2,0.99278,,2017/5/2,1.04361,,2017/5/2,1.17372
2017/5/3,0.99167,,2017/5/3,1.04611,,2017/5/3,1.17122
2017/5/4,0.99278,,2017/5/4,1.06028,,2017/5/4,1.17928
2017/5/5,0.99444,,2017/5/5,1.06,,2017/5/5,1.18039
2017/5/8,0.99411,,2017/5/8,1.06833,,2017/5/8,1.18456
2017/5/9,0.98856,,2017/5/9,1.07,,2017/5/9,1.182
2017/5/10,0.98856,,2017/5/10,1.07028,,2017/5/10,1.18094
2017/5/11,0.98911,,2017/5/11,1.07833,,2017/5/11,1.18178
2017/5/12,0.99244,,2017/5/12,1.07778,,2017/5/12,1.17956
2017/5/15,1.00078,,2017/5/15,1.07556,,2017/5/15,1.17944
2017/5/16,0.99911,,2017/5/16,1.07833,,2017/5/16,1.18117
2017/5/17,1.00356,,2017/5/17,1.07833,,2017/5/17,1.17839
2017/5/18,1.00994,,2017/5/18,1.07639,,2017/5/18,1.17172
2017/5/19,1.01711,,2017/5/19,1.09611,,2017/5/19,1.18644
2017/5/22,1.02939,,2017/5/22,1.09889,,2017/5/22,1.192
2017/5/23,1.02356,,2017/5/23,1.10139,,2017/5/23,1.18867
2017/5/24,1.03272,,2017/5/24,1.11056,,2017/5/24,1.19761
2017/5/25,1.04383,,2017/5/25,1.12028,,2017/5/25,1.20039
2017/5/26,1.04467,,2017/5/26,1.12083,,2017/5/26,1.20178
2017/5/30,1.0505,,2017/5/30,1.11444,,2017/5/30,1.20178
2017/5/31,1.06033,,2017/5/31,1.12583,,2017/5/31,1.21
2017/6/1,1.07589,,2017/6/1,1.13472,,2017/6/1,1.21806
2017/6/2,1.08617,,2017/6/2,1.14306,,2017/6/2,1.2225
2017/6/5,1.08422,,2017/6/5,1.14167,,2017/6/5,1.21956
2017/6/6,1.08867,,2017/6/6,1.145,,2017/6/6,1.219
2017/6/7,1.096,,2017/6/7,1.15167,,2017/6/7,1.221
2017/6/8,1.11711,,2017/6/8,1.16278,,2017/6/8,1.22811
2017/6/9,1.12711,,2017/6/9,1.17278,,2017/6/9,1.23644
2017/6/12,1.13933,,2017/6/12,1.18167,,2017/6/12,1.24167
2017/6/13,1.15889,,2017/6/13,1.19167,,2017/6/13,1.24556
2017/6/14,1.17167,,2017/6/14,1.20111,,2017/6/14,1.25033
2017/6/15,1.20944,,2017/6/15,1.23833,,2017/6/15,1.26744
2017/6/16,1.21222,,2017/6/16,1.24389,,2017/6/16,1.27356
2017/6/19,1.21389,,2017/6/19,1.24611,,2017/6/19,1.28022
2017/6/20,1.21556,,2017/6/20,1.24944,,2017/6/20,1.28722
2017/6/21,1.21556,,2017/6/21,1.25056,,2017/6/21,1.28944
2017/6/22,1.21611,,2017/6/22,1.25111,,2017/6/22,1.29556
2017/6/23,1.22,,2017/6/23,1.25111,,2017/6/23,1.29328
2017/6/26,1.22211,,2017/6/26,1.25222,,2017/6/26,1.29483
2017/6/27,1.22378,,2017/6/27,1.25222,,2017/6/27,1.29506
2017/6/28,1.22611,,2017/6/28,1.25444,,2017/6/28,1.29639
2017/6/29,1.22722,,2017/6/29,1.25444,,2017/6/29,1.29861
2017/6/30,1.22389,,2017/6/30,1.25333,,2017/6/30,1.29917
2017/7/3,1.22689,,2017/7/3,1.25389,,2017/7/3,1.30072
2017/7/4,1.22333,,2017/7/4,1.25389,,2017/7/4,1.30211
2017/7/5,1.22333,,2017/7/5,1.25556,,2017/7/5,1.303
2017/7/6,1.22444,,2017/7/6,1.255,,2017/7/6,1.30411
2017/7/7,1.22633,,2017/7/7,1.255,,2017/7/7,1.30522
2017/7/10,1.22389,,2017/7/10,1.255,,2017/7/10,1.30411
2017/7/11,1.22389,,2017/7/11,1.255,,2017/7/11,1.3035
2017/7/12,1.22444,,2017/7/12,1.25778,,2017/7/12,1.30389
2017/7/13,1.22556,,2017/7/13,1.25722,,2017/7/13,1.30361
2017/7/14,1.22611,,2017/7/14,1.25667,,2017/7/14,1.30361
2017/7/17,1.22833,,2017/7/17,1.25667,,2017/7/17,1.30611
2017/7/18,1.22778,,2017/7/18,1.25667,,2017/7/18,1.30694
2017/7/19,1.22889,,2017/7/19,1.25722,,2017/7/19,1.30722
2017/7/20,1.22722,,2017/7/20,1.25833,,2017/7/20,1.3125
2017/7/21,1.23222,,2017/7/21,1.26056,,2017/7/21,1.31444
2017/7/24,1.23278,,2017/7/24,1.26,,2017/7/24,1.31389
2017/7/25,1.23278,,2017/7/25,1.25667,,2017/7/25,1.31667
2017/7/26,1.23333,,2017/7/26,1.25778,,2017/7/26,1.31389
2017/7/27,1.23389,,2017/7/27,1.25722,,2017/7/27,1.31111
2017/7/28,1.23167,,2017/7/28,1.25833,,2017/7/28,1.31056
2017/7/31,1.23167,,2017/7/31,1.25556,,2017/7/31,1.31056
2017/8/1,1.23167,,2017/8/1,1.25611,,2017/8/1,1.31056
2017/8/2,1.23056,,2017/8/2,1.25778,,2017/8/2,1.31278
2017/8/3,1.23056,,2017/8/3,1.25778,,2017/8/3,1.31167
2017/8/4,1.22889,,2017/8/4,1.25944,,2017/8/4,1.31194
2017/8/7,1.22889,,2017/8/7,1.25944,,2017/8/7,1.31139
2017/8/8,1.23056,,2017/8/8,1.25944,,2017/8/8,1.30944
2017/8/9,1.22889,,2017/8/9,1.26,,2017/8/9,1.30917
2017/8/10,1.22889,,2017/8/10,1.26222,,2017/8/10,1.30911
2017/8/11,1.22667,,2017/8/11,1.26111,,2017/8/11,1.315
2017/8/14,1.22778,,2017/8/14,1.26222,,2017/8/14,1.31417
2017/8/15,1.22833,,2017/8/15,1.26222,,2017/8/15,1.31417
2017/8/16,1.22833,,2017/8/16,1.26278,,2017/8/16,1.31667
2017/8/17,1.23056,,2017/8/17,1.26389,,2017/8/17,1.31639
2017/8/18,1.235,,2017/8/18,1.26389,,2017/8/18,1.31472
2017/8/21,1.23556,,2017/8/21,1.26389,,2017/8/21,1.31444
2017/8/22,1.23611,,2017/8/22,1.26389,,2017/8/22,1.31722
2017/8/23,1.23444,,2017/8/23,1.26833,,2017/8/23,1.31722
2017/8/24,1.23389,,2017/8/24,1.27,,2017/8/24,1.31722
2017/8/25,1.23556,,2017/8/25,1.27111,,2017/8/25,1.31778
2017/8/29,1.23889,,2017/8/29,1.27556,,2017/8/29,1.31694
2017/8/30,1.23722,,2017/8/30,1.27556,,2017/8/30,1.31611
2017/8/31,1.23167,,2017/8/31,1.27556,,2017/8/31,1.31778
2017/9/1,1.23056,,2017/9/1,1.27389,,2017/9/1,1.31611
2017/9/4,1.23167,,2017/9/4,1.27389,,2017/9/4,1.31611
2017/9/5,1.23111,,2017/9/5,1.275,,2017/9/5,1.31722
2017/9/6,1.23222,,2017/9/6,1.275,,2017/9/6,1.31722
2017/9/7,1.235,,2017/9/7,1.27389,,2017/9/7,1.31722
2017/9/8,1.23611,,2017/9/8,1.27178,,2017/9/8,1.31033
2017/9/11,1.23611,,2017/9/11,1.272,,2017/9/11,1.31667
2017/9/12,1.23667,,2017/9/12,1.27222,,2017/9/12,1.31917
2017/9/13,1.23444,,2017/9/13,1.27167,,2017/9/13,1.32
2017/9/14,1.23444,,2017/9/14,1.27167,,2017/9/14,1.32111
2017/9/15,1.23722,,2017/9/15,1.27278,,2017/9/15,1.32389
2017/9/18,1.23611,,2017/9/18,1.26944,,2017/9/18,1.325
2017/9/19,1.23722,,2017/9/19,1.27167,,2017/9/19,1.32611
2017/9/20,1.23556,,2017/9/20,1.27278,,2017/9/20,1.32306
2017/9/21,1.23722,,2017/9/21,1.27333,,2017/9/21,1.32833
2017/9/22,1.23833,,2017/9/22,1.27222,,2017/9/22,1.32944
2017/9/25,1.23667,,2017/9/25,1.26944,,2017/9/25,1.32972
2017/9/26,1.23444,,2017/9/26,1.27167,,2017/9/26,1.33083
2017/9/27,1.235,,2017/9/27,1.27222,,2017/9/27,1.33278
2017/9/28,1.235,,2017/9/28,1.26944,,2017/9/28,1.335
2017/9/29,1.23222,,2017/9/29,1.26944,,2017/9/29,1.33389
2017/10/2,1.23333,,2017/10/2,1.26944,,2017/10/2,1.33556
2017/10/3,1.23778,,2017/10/3,1.27111,,2017/10/3,1.3425
2017/10/4,1.23778,,2017/10/4,1.27222,,2017/10/4,1.34667
2017/10/5,1.23778,,2017/10/5,1.27217,,2017/10/5,1.34861
2017/10/6,1.235,,2017/10/6,1.27133,,2017/10/6,1.35028
2017/10/9,1.23722,,2017/10/9,1.27189,,2017/10/9,1.35639
2017/10/10,1.23778,,2017/10/10,1.27189,,2017/10/10,1.35667
2017/10/11,1.23889,,2017/10/11,1.273,,2017/10/11,1.35861
2017/10/12,1.23889,,2017/10/12,1.27744,,2017/10/12,1.35917
2017/10/13,1.23667,,2017/10/13,1.27744,,2017/10/13,1.35333
2017/10/16,1.23666,,2017/10/16,1.27689,,2017/10/16,1.35389
2017/10/17,1.23777,,2017/10/17,1.28044,,2017/10/17,1.35733
2017/10/18,1.23888,,2017/10/18,1.283,,2017/10/18,1.36261
2017/10/19,1.23888,,2017/10/19,1.29197,,2017/10/19,1.3625
2017/10/20,1.23788,,2017/10/20,1.29504,,2017/10/20,1.36476
2017/10/23,1.23788,,2017/10/23,1.29965,,2017/10/23,1.36742
2017/10/24,1.23955,,2017/10/24,1.30431,,2017/10/24,1.37064
2017/10/25,1.23999,,2017/10/25,1.30723,,2017/10/25,1.37446
2017/10/26,1.24166,,2017/10/26,1.31212,,2017/10/26,1.37796
2017/10/27,1.24233,,2017/10/27,1.31376,,2017/10/27,1.38009
2017/10/30,1.24214,,2017/10/30,1.3161,,2017/10/30,1.37678
2017/10/31,1.24333,,2017/10/31,1.31841,,2017/10/31,1.38122
2017/11/1,1.24333,,2017/11/1,1.32169,,2017/11/1,1.38483
2017/11/2,1.24212,,2017/11/2,1.33267,,2017/11/2,1.39139
2017/11/3,1.24322,,2017/11/3,1.33389,,2017/11/3,1.39194
2017/11/6,1.24424,,2017/11/6,1.33472,,2017/11/6,1.39703
2017/11/7,1.24389,,2017/11/7,1.33944,,2017/11/7,1.40258
2017/11/8,1.24606,,2017/11/8,1.34167,,2017/11/8,1.40981
2017/11/9,1.24494,,2017/11/9,1.35211,,2017/11/9,1.41289
2017/11/10,1.24606,,2017/11/10,1.35433,,2017/11/10,1.41289
2017/11/13,1.25028,,2017/11/13,1.356,,2017/11/13,1.41586
2017/11/14,1.2635,,2017/11/14,1.361,,2017/11/14,1.41899
2017/11/15,1.266,,2017/11/15,1.36406,,2017/11/15,1.4219
2017/11/16,1.28267,,2017/11/16,1.37944,,2017/11/16,1.43567
2017/11/17,1.28719,,2017/11/17,1.38278,,2017/11/17,1.44067
2017/11/20,1.29418,,2017/11/20,1.38833,,2017/11/20,1.44594
2017/11/21,1.31287,,2017/11/21,1.39726,,2017/11/21,1.454
2017/11/22,1.3275,,2017/11/22,1.40578,,2017/11/22,1.46233
2017/11/23,1.32862,,2017/11/23,1.40767,,2017/11/23,1.46206
2017/11/24,1.33756,,2017/11/24,1.41213,,2017/11/24,1.46763
2017/11/27,1.34676,,2017/11/27,1.41713,,2017/11/27,1.47725
2017/11/28,1.34978,,2017/11/28,1.42275,,2017/11/28,1.47882
2017/11/29,1.36069,,2017/11/29,1.427,,2017/11/29,1.48063
2017/11/30,1.37188,,2017/11/30,1.43538,,2017/11/30,1.48738
2017/12/1,1.37938,,2017/12/1,1.4415,,2017/12/1,1.49463
2017/12/4,1.39181,,2017/12/4,1.453,,2017/12/4,1.50849
2017/12/5,1.40319,,2017/12/5,1.459,,2017/12/5,1.51532
2017/12/6,1.40688,,2017/12/6,1.46409,,2017/12/6,1.52263
2017/12/7,1.43185,,2017/12/7,1.47638,,2017/12/7,1.53606
2017/12/8,1.44438,,2017/12/8,1.48849,,2017/12/8,1.54878
2017/12/11,1.45951,,2017/12/11,1.50218,,2017/12/11,1.56347
2017/12/12,1.47195,,2017/12/12,1.51217,,2017/12/12,1.57352
2017/12/13,1.47703,,2017/12/13,1.52182,,2017/12/13,1.58849
2017/12/14,1.49078,,2017/12/14,1.52997,,2017/12/14,1.60042
2017/12/15,1.495,,2017/12/15,1.53863,,2017/12/15,1.61331
2017/12/18,1.50113,,2017/12/18,1.54905,,2017/12/18,1.62548
2017/12/19,1.51113,,2017/12/19,1.56025,,2017/12/19,1.64203
2017/12/20,1.53488,,2017/12/20,1.58629,,2017/12/20,1.65793
2017/12/21,1.55213,,2017/12/21,1.6067,,2017/12/21,1.67464
2017/12/22,1.56375,,2017/12/22,1.61674,,2017/12/22,1.68577
2017/12/27,1.569,,2017/12/27,1.62347,,2017/12/27,1.69339
2017/12/28,1.56775,,2017/12/28,1.62189,,2017/12/28,1.69465
2017/12/29,1.56425,,2017/12/29,1.62186,,2017/12/29,1.69428
2018/1/2,1.56175,,2018/1/2,1.62205,,2018/1/2,1.69693
2018/1/3,1.55688,,2018/1/3,1.62041,,2018/1/3,1.69593
2018/1/4,1.555,,2018/1/4,1.62068,,2018/1/4,1.70381
2018/1/5,1.5525,,2018/1/5,1.62194,,2018/1/5,1.70393
2018/1/8,1.55375,,2018/1/8,1.62372,,2018/1/8,1.70802
2018/1/9,1.55375,,2018/1/9,1.625,,2018/1/9,1.70457
2018/1/10,1.55375,,2018/1/10,1.6271,,2018/1/10,1.70911
2018/1/11,1.55945,,2018/1/11,1.63063,,2018/1/11,1.72019
2018/1/12,1.55947,,2018/1/12,1.63065,,2018/1/12,1.72152
2018/1/15,1.55614,,2018/1/15,1.63255,,2018/1/15,1.73133
2018/1/16,1.55613,,2018/1/16,1.6328,,2018/1/16,1.73408
2018/1/17,1.5575,,2018/1/17,1.63478,,2018/1/17,1.73918
2018/1/18,1.56118,,2018/1/18,1.63482,,2018/1/18,1.7447
2018/1/19,1.56128,,2018/1/19,1.63475,,2018/1/19,1.74447
2018/1/22,1.56014,,2018/1/22,1.63934,,2018/1/22,1.7413
2018/1/23,1.56135,,2018/1/23,1.63934,,2018/1/23,1.7452
2018/1/24,1.56137,,2018/1/24,1.63954,,2018/1/24,1.75246
2018/1/25,1.56693,,2018/1/25,1.65006,,2018/1/25,1.76031
2018/1/26,1.56777,,2018/1/26,1.6514,,2018/1/26,1.7669
2018/1/29,1.57345,,2018/1/29,1.65363,,2018/1/29,1.77225
2018/1/30,1.5747,,2018/1/30,1.65761,,2018/1/30,1.7734
2018/1/31,1.5797,,2018/1/31,1.65894,,2018/1/31,1.77777
2018/2/1,1.57946,,2018/2/1,1.66724,,2018/2/1,1.78698
2018/2/2,1.57957,,2018/2/2,1.66899,,2018/2/2,1.78902
2018/2/5,1.58007,,2018/2/5,1.67333,,2018/2/5,1.79345
2018/2/6,1.57926,,2018/2/6,1.67149,,2018/2/6,1.7907
2018/2/7,1.57932,,2018/2/7,1.67244,,2018/2/7,1.79989
2018/2/8,1.58077,,2018/2/8,1.68324,,2018/2/8,1.8105
2018/2/9,1.5832,,2018/2/9,1.68886,,2018/2/9,1.82
2018/2/12,1.5875,,2018/2/12,1.69879,,2018/2/12,1.83338
2018/2/13,1.5875,,2018/2/13,1.69949,,2018/2/13,1.83875
2018/2/14,1.58813,,2018/2/14,1.70593,,2018/2/14,1.85
2018/2/15,1.59,,2018/2/15,1.72266,,2018/2/15,1.8725
2018/2/16,1.59375,,2018/2/16,1.73006,,2018/2/16,1.88494
2018/2/19,1.59563,,2018/2/19,1.73311,,2018/2/19,1.89213
2018/2/20,1.59563,,2018/2/20,1.74219,,2018/2/20,1.90394
2018/2/21,1.60251,,2018/2/21,1.74914,,2018/2/21,1.91975
2018/2/22,1.6207,,2018/2/22,1.76399,,2018/2/22,1.94363
2018/2/23,1.6312,,2018/2/23,1.77781,,2018/2/23,1.95625
2018/2/26,1.648,,2018/2/26,1.78893,,2018/2/26,1.98419
2018/2/27,1.66418,,2018/2/27,1.80214,,2018/2/27,2.00625
2018/2/28,1.67007,,2018/2/28,1.81399,,2018/2/28,2.01719
2018/3/1,1.6862,,2018/3/1,1.82349,,2018/3/1,2.02457
2018/3/2,1.6905,,2018/3/2,1.82686,,2018/3/2,2.02519
2018/3/5,1.7017,,2018/3/5,1.83064,,2018/3/5,2.0349
2018/3/6,1.71131,,2018/3/6,1.84193,,2018/3/6,2.04728
2018/3/7,1.71794,,2018/3/7,1.84861,,2018/3/7,2.05725
2018/3/8,1.73957,,2018/3/8,1.86058,,2018/3/8,2.0714
2018/3/9,1.75032,,2018/3/9,1.87145,,2018/3/9,2.08875
2018/3/12,1.76495,,2018/3/12,1.88038,,2018/3/12,2.10688
2018/3/13,1.7766,,2018/3/13,1.89038,,2018/3/13,2.1245
2018/3/14,1.78638,,2018/3/14,1.90075,,2018/3/14,2.145
2018/3/15,1.8082,,2018/3/15,1.91613,,2018/3/15,2.1775
2018/3/16,1.82207,,2018/3/16,1.9345,,2018/3/16,2.20175
2018/3/19,1.84067,,2018/3/19,1.94675,,2018/3/19,2.22249
2018/3/20,1.85382,,2018/3/20,1.961,,2018/3/20,2.24814
2018/3/21,1.86125,,2018/3/21,1.97525,,2018/3/21,2.27108
2018/3/22,1.8715,,2018/3/22,1.9915,,2018/3/22,2.28557
2018/3/23,1.875,,2018/3/23,1.99338,,2018/3/23,2.29155
2018/3/26,1.87688,,2018/3/26,1.99688,,2018/3/26,2.29496
2018/3/27,1.87688,,2018/3/27,1.99438,,2018/3/27,2.302
2018/3/28,1.88688,,2018/3/28,2.00344,,2018/3/28,2.308
2018/3/29,1.88313,,2018/3/29,1.99944,,2018/3/29,2.31175
2018/4/3,1.8775,,2018/4/3,1.99788,,2018/4/3,2.32084
2018/4/4,1.89063,,2018/4/4,2.01663,,2018/4/4,2.32461
2018/4/5,1.89519,,2018/4/5,2.02188,,2018/4/5,2.33063
2018/4/6,1.89713,,2018/4/6,2.02225,,2018/4/6,2.33746
2018/4/9,1.89713,,2018/4/9,2.0235,,2018/4/9,2.3373
2018/4/10,1.89438,,2018/4/10,2.02538,,2018/4/10,2.33903
2018/4/11,1.89563,,2018/4/11,2.02788,,2018/4/11,2.34163
2018/4/12,1.89688,,2018/4/12,2.0355,,2018/4/12,2.34769
2018/4/13,1.8955,,2018/4/13,2.0375,,2018/4/13,2.35281
2018/4/16,1.89426,,2018/4/16,2.04063,,2018/4/16,2.35509
2018/4/17,1.89563,,2018/4/17,2.04188,,2018/4/17,2.35539
2018/4/18,1.89707,,2018/4/18,2.04625,,2018/4/18,2.35866
2018/4/19,1.89826,,2018/4/19,2.05625,,2018/4/19,2.36156
2018/4/20,1.89695,,2018/4/20,2.05813,,2018/4/20,2.35923
2018/4/23,1.89711,,2018/4/23,2.05938,,2018/4/23,2.35954
2018/4/24,1.89826,,2018/4/24,2.06063,,2018/4/24,2.36167
2018/4/25,1.89988,,2018/4/25,2.06313,,2018/4/25,2.36561
2018/4/26,1.90076,,2018/4/26,2.05582,,2018/4/26,2.35878
2018/4/27,1.90701,,2018/4/27,2.06111,,2018/4/27,2.35805
2018/4/30,1.90932,,2018/4/30,2.0656,,2018/4/30,2.36294
2018/5/1,1.90875,,2018/5/1,2.07959,,2018/5/1,2.35375
2018/5/2,1.91713,,2018/5/2,2.08258,,2018/5/2,2.36294
2018/5/3,1.9227,,2018/5/3,2.08476,,2018/5/3,2.36313
2018/5/4,1.9277,,2018/5/4,2.08257,,2018/5/4,2.36906
2018/5/8,1.92851,,2018/5/8,2.08186,,2018/5/8,2.3525
2018/5/9,1.92851,,2018/5/9,2.08636,,2018/5/9,2.35575
2018/5/10,1.91839,,2018/5/10,2.09171,,2018/5/10,2.355
2018/5/11,1.91871,,2018/5/11,2.08652,,2018/5/11,2.3425
2018/5/14,1.93375,,2018/5/14,2.08569,,2018/5/14,2.33
2018/5/15,1.93875,,2018/5/15,2.09167,,2018/5/15,2.32063
2018/5/16,1.935,,2018/5/16,2.09369,,2018/5/16,2.32563
2018/5/17,1.94775,,2018/5/17,2.10338,,2018/5/17,2.33125
2018/5/18,1.95275,,2018/5/18,2.10375,,2018/5/18,2.32938
2018/5/21,1.96125,,2018/5/21,2.10675,,2018/5/21,2.33
2018/5/22,1.96538,,2018/5/22,2.1075,,2018/5/22,2.33
2018/5/23,1.95969,,2018/5/23,2.10105,,2018/5/23,2.33
2018/5/24,1.96827,,2018/5/24,2.0989,,2018/5/24,2.31938
2018/5/25,1.97563,,2018/5/25,2.09942,,2018/5/25,2.31813
2018/5/29,1.98031,,2018/5/29,2.09718,,2018/5/29,2.30719
2018/5/30,1.98246,,2018/5/30,2.09677,,2018/5/30,2.30031
2018/5/31,2.0007,,2018/5/31,2.10686,,2018/5/31,2.32125
2018/6/1,2.00468,,2018/6/1,2.11126,,2018/6/1,2.31781
2018/6/4,2.01297,,2018/6/4,2.11838,,2018/6/4,2.31381
2018/6/5,2.02454,,2018/6/5,2.12279,,2018/6/5,2.31919
2018/6/6,2.02961,,2018/6/6,2.12366,,2018/6/6,2.32088
2018/6/7,2.04638,,2018/6/7,2.13525,,2018/6/7,2.32713
2018/6/8,2.04617,,2018/6/8,2.13489,,2018/6/8,2.32631
2018/6/11,2.04738,,2018/6/11,2.137,,2018/6/11,2.33263
2018/6/12,2.05725,,2018/6/12,2.14675,,2018/6/12,2.33563
2018/6/13,2.07325,,2018/6/13,2.14925,,2018/6/13,2.34063
2018/6/14,2.08506,,2018/6/14,2.15175,,2018/6/14,2.33469
2018/6/15,2.08494,,2018/6/15,2.15175,,2018/6/15,2.32594
2018/6/18,2.08375,,2018/6/18,2.1505,,2018/6/18,2.32469
2018/6/19,2.08788,,2018/6/19,2.15425,,2018/6/19,2.33025
2018/6/20,2.08363,,2018/6/20,2.16525,,2018/6/20,2.33188
2018/6/21,2.09113,,2018/6/21,2.17231,,2018/6/21,2.33506
2018/6/22,2.09775,,2018/6/22,2.17881,,2018/6/22,2.33888
2018/6/25,2.10288,,2018/6/25,2.16963,,2018/6/25,2.337
2018/6/26,2.10188,,2018/6/26,2.16888,,2018/6/26,2.33563
2018/6/27,2.0935,,2018/6/27,2.17113,,2018/6/27,2.33438
2018/6/28,2.09213,,2018/6/28,2.17288,,2018/6/28,2.33738
2018/6/29,2.09025,,2018/6/29,2.16913,,2018/6/29,2.33575
2018/7/2,2.09994,,2018/7/2,2.17319,,2018/7/2,2.3425
2018/7/3,2.08588,,2018/7/3,2.17475,,2018/7/3,2.33725
2018/7/4,2.08725,,2018/7/4,2.1715,,2018/7/4,2.33731
2018/7/5,2.09713,,2018/7/5,2.17756,,2018/7/5,2.33863
2018/7/6,2.08625,,2018/7/6,2.16938,,2018/7/6,2.33144
